,C_ID,College,Private,Top10perc,Top25perc,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Acceptance_Rate,Enrollment_Rate,Student_Population,Pct_Out_Of_State
115,CLRK,Clark University,1,0.3,0.61,0.51698670605613,0.21367521367521367,0.13970588235294118,0.94,0.95,0.26381909547738697,0.35,0.21252645243895932,0.79,0.713197090405265,0.2219524040796503,0.05801032917731754,7.868705035971223
116,CRKE,Clarke College,1,0.14,0.45,0.45248645987198427,0.14957264957264957,0.1323529411764706,0.67,0.71,0.2763819095477387,0.27,0.14160724129959276,0.74,0.7391304347826086,0.49117647058823527,0.024883927174083154,11.257861635220126
117,CRKS,Clarkson University,1,0.35,0.68,0.6868537666174298,0.29914529914529914,0.19117647058823528,0.95,0.95,0.39698492462311563,0.32,0.20733377198442196,0.77,0.8983440662373505,0.28520225294418844,0.06220981793520789,6.6918238993710695
118,CLE,Clemson University,0,0.37,0.65,0.4443623830625308,0.3418803418803419,0.23794117647058824,0.82,0.88,0.45226130653266333,0.17,0.1350986075791795,0.73,0.651828890266584,0.4377021114704204,0.32669935833898484,0.6479840319361277
119,CLI,Clinch Valley Coll. of  the Univ. of Virginia,0,0.15,0.3,0.4540866568193008,0.2564102564102564,0.27941176470588236,0.67,0.67,0.45477386934673375,0.09,0.07854818345099852,0.46,0.8142235123367199,0.44563279857397503,0.040351609369294175,4.633484162895928
120,COE,Coe College,1,0.29,0.6,0.5403741999015264,0.21367521367521367,0.3235294117647059,0.73,0.86,0.31909547738693467,0.32,0.18033894688172425,0.67,0.7375745526838966,0.3706199460916442,0.034743596431738744,10.454204204204204
121,COK,Coker College,1,0.15,0.47,0.5541605120630232,0.17094017094017094,0.14705882352941177,0.64,0.77,0.3040201005025126,0.39,0.15544253374353137,0.75,0.7483443708609272,0.6526548672566371,0.02378840836767698,10.842105263157896
122,CLBY,Colby College,1,0.58,0.84,0.6880846873461349,0.21367521367521367,0.14705882352941177,0.83,0.94,0.2562814070351759,0.41,0.28371241086194937,0.91,0.4631320224719101,0.3457164518574678,0.045777035839115236,10.786324786324787
123,COLG,Colgate University,1,0.46,0.75,0.6850073855243722,0.21367521367521367,0.11029411764705882,0.95,0.98,0.26381909547738697,0.45,0.2755321608308289,0.93,0.5131795716639209,0.2917335473515249,0.06974803067452658,7.296185489902768
124,MISE,College Misericordia,1,0.29,0.58,0.7090103397341211,0.23504273504273504,0.1323529411764706,0.56,0.62,0.3241206030150754,0.23,0.1530062418864368,0.96,0.6201117318435754,0.356981981981982,0.04209922270332307,6.728624535315985
125,CCHN,College of Charleston,0,0.22,0.55,0.4258985721319547,0.2846153846153846,0.34058823529411764,0.73,0.78,0.43216080402010054,0.18,0.08493233510572085,0.51,0.6580050293378038,0.4028662420382166,0.2100005216756221,0.7601540181343932
126,MTSJ,College of Mount St. Joseph,1,0.14,0.41,0.5452978828163466,0.17094017094017094,0.16911764705882354,0.46,0.46,0.27889447236180903,0.35,0.12250813579215052,1.0,0.7769423558897243,0.38387096774193546,0.0625228233084668,4.088443888193575
127,MTSV,College of Mount St. Vincent,1,0.23,0.46,0.7102412604628262,0.21367521367521367,0.14705882352941177,0.75,0.77,0.2989949748743719,0.35,0.17809826969928688,0.83,0.6849894291754757,0.27314814814814814,0.029709426678491316,10.35118525021949
128,CND,College of Notre Dame,1,0.11,0.42,0.6794682422451994,0.2692307692307692,0.33088235294117646,0.77,0.8,0.2613065326633166,0.07,0.17379474685682783,0.43,0.7674418604651163,0.36742424242424243,0.021675622098179352,15.16245487364621
129,CNDM,College of Notre Dame of Maryland,1,0.35,0.61,0.6917774495322502,0.2564102564102564,0.10294117647058823,0.64,0.64,0.2889447236180905,0.32,0.1329646293101915,0.75,0.7789934354485777,0.49719101123595505,0.06912201992800876,4.218867924528302
130,CSBN,College of Saint Benedict,1,0.29,0.62,0.5195716395864106,0.21367521367521367,0.08823529411764706,0.7,0.88,0.3291457286432161,0.26,0.1573275478811374,0.72,0.9211087420042644,0.5914351851851852,0.0474203140487245,6.7365236523652365
131,CSCT,College of Saint Catherine,1,0.23,0.51,0.5465288035450517,0.19230769230769232,0.14705882352941177,0.63,0.87,0.2889447236180905,0.32,0.1300837586470578,0.77,0.8043052837573386,0.45255474452554745,0.058792842610464816,5.423247559893523
132,CSEZ,College of Saint Elizabeth,1,0.34,0.53,0.6462333825701625,0.1623931623931624,0.14705882352941177,0.68,0.7,0.2864321608040201,0.23,0.1679974392260772,0.78,0.8085585585585585,0.3398328690807799,0.038108404194272,7.460643394934976
133,CSRS,College of Saint Rose,1,0.23,0.57,0.6974396848842934,0.3418803418803419,0.22058823529411764,0.66,0.71,0.35929648241206036,0.28,0.10819269823768961,0.64,0.6754832146490336,0.375,0.06760916062392404,3.8541666666666665
134,CSFE,College of Santa Fe,1,0.16,0.42,0.5093549975381585,0.2564102564102564,0.17647058823529413,0.4,0.74,0.35175879396984927,0.07,0.15684740277061512,0.8,0.8186813186813187,0.4228187919463087,0.04058636339923835,7.158097686375322
135,CSJO,College of St. Joseph,1,0.12,0.21,0.5969965534219597,0.19230769230769232,0.19117647058823528,0.53,0.53,0.23869346733668342,0.19,0.12334394394750413,0.76,0.8368794326241135,0.4661016949152542,0.009755334133235954,22.192513368983956
136,CSSC,College of St. Scholastica,1,0.29,0.6,0.4549483013293944,0.19230769230769232,0.16852941176470587,0.54,0.76,0.2914572864321608,0.33,0.1599772375651308,0.72,0.8869047619047619,0.4664429530201342,0.042386144295477074,7.288615384615385
137,HRCS,College of the Holy Cross,1,0.7,0.95,0.7754800590841949,0.17094017094017094,0.1323529411764706,0.92,0.96,0.2839195979899498,0.55,0.21585190190813225,0.95,0.5647962591850367,0.38971023063276167,0.07034795763993948,6.674082313681868
138,WAM,College of William and Mary,0,0.68,0.88,0.5290497291974396,0.2564102564102564,0.11764705882352941,0.89,0.92,0.3040201005025126,0.31,0.16954457347109347,0.93,0.4364198398201489,0.3918222794591114,0.1387657154781157,2.2030075187969924
139,WOOS,College of Wooster,1,0.29,0.65,0.5773018217626785,0.21367521367521367,0.07352941176470588,0.84,0.96,0.27889447236180903,0.43,0.25145377269574803,0.69,0.8966666666666666,0.2936802973977695,0.04447284678386979,9.52492668621701
140,CLCL,Colorado College,1,0.56,0.87,0.5157557853274249,0.19230769230769232,0.17647058823529413,0.85,0.97,0.2839195979899498,0.51,0.2607721444703288,0.84,0.49173682569379484,0.310716550412175,0.04953310031822213,9.026856240126381
141,CLST,Colorado State University,0,0.29,0.65,0.5145248645987198,0.20085470085470086,0.2647058823529412,0.87,0.89,0.4824120603015076,0.1,0.13959774509629577,0.59,0.6659632833931209,0.3475918884664132,0.45581407480828423,0.48137339055793993
142,CMBM,Columbia College MO,1,0.1,0.28,0.4554406696208764,0.17094017094017094,0.1323529411764706,0.87,0.87,0.3844221105527639,0.02,0.08918250849145519,0.37,0.5031847133757962,0.8354430379746836,0.15744170274923053,1.3740888005301524
143,CMBA,Columbia College,1,0.21,0.67,0.48929098966026585,0.21367521367521367,0.22058823529411764,0.61,0.77,0.3693467336683417,0.34,0.15458894243593618,0.76,0.8331071913161465,0.3941368078175896,0.03143095623141531,8.651452282157676
144,CMBU,Columbia University,1,0.78,0.96,0.8202855736090596,0.23504273504273504,0.04411764705882353,0.97,0.98,0.14824120603015079,0.21,0.544858001529351,0.99,0.28567199526346954,0.4512953367875648,0.08949345297094267,5.428155056834742
145,STPL,Concordia College at St. Paul,1,0.13,0.29,0.46159527326440175,0.19230769230769232,0.13970588235294118,0.69,0.75,0.3216080402010051,0.18,0.1236818238400939,0.45,0.9466192170818505,0.5225563909774437,0.03208305075903803,8.536585365853659
146,CONL,Concordia Lutheran College,1,0.16,0.34,0.46774987690792713,0.19230769230769232,0.26838235294117646,0.67,0.76,0.3040201005025126,0.09,0.12225917166076859,0.42,0.9310344827586207,0.49074074074074076,0.01841514946006573,9.773371104815864
147,CONC,Concordia University CA,1,0.3,0.75,0.5465288035450517,0.24358974358974358,0.22279411764705884,0.55,0.6,0.3291457286432161,0.13,0.14964522611278075,0.55,0.7223837209302325,0.289738430583501,0.019354165579842455,14.555256064690028
148,CON,Concordia University,1,0.22,0.56,0.5158788774002954,0.17094017094017094,0.14705882352941177,0.56,0.64,0.3040201005025126,0.13,0.12997705973360837,0.75,0.7632575757575758,0.46153846153846156,0.03424800459074547,7.019040365575019
149,CNNC,Connecticut College,1,0.42,0.93,0.7754800590841949,0.2564102564102564,0.07352941176470588,0.86,0.95,0.26884422110552764,0.4,0.26271050806465956,0.91,0.5093904448105436,0.2833117723156533,0.048568000417340496,10.064446831364124
150,CVRS,Converse College,1,0.35,0.7,0.4554406696208764,0.21367521367521367,0.1323529411764706,0.63,0.76,0.2562814070351759,0.31,0.19499226432877492,0.75,0.925,0.36609336609336607,0.018858573738849183,16.666666666666668
151,COR,Cornell College,1,0.33,0.68,0.5321270310192023,0.23504273504273504,0.11764705882352941,0.71,0.76,0.3065326633165829,0.31,0.18387779417779596,0.64,0.864109232769831,0.28818660647103084,0.029996348270645314,13.259130434782609
152,CRE,Creighton University,1,0.3,0.6,0.5381585425898572,0.2777777777777778,0.30220588235294116,0.85,0.9,0.16331658291457288,0.32,0.4073408852453186,0.85,0.9558476575665655,0.30888575458392104,0.10678699984349731,2.5959941377625793
153,CUL,Culver-Stockton College,1,0.24,0.55,0.4554406696208764,0.17094017094017094,0.07352941176470588,0.51,0.52,0.35427135678391963,0.28,0.10326676506677573,0.51,0.7043147208121827,0.24684684684684685,0.0287964943398195,7.246376811594203
154,CUM,Cumberland College,1,0.26,0.47,0.4340226489414082,0.17094017094017094,0.08823529411764706,0.42,0.44,0.32663316582914576,0.04,0.14562623370618677,0.63,0.792964824120603,0.5044359949302915,0.03724763941781001,4.362745098039215
155,D'Y,D'Youville College,1,0.18,0.47,0.5305268340718857,0.2905982905982906,0.19411764705882353,0.68,0.68,0.3668341708542714,0.42,0.12266818416232461,0.46,0.7147806004618937,0.25363489499192243,0.03677813135792164,6.326241134751773
156,DAN,Dana College,1,0.1,0.36,0.4089118660758247,0.19230769230769232,0.21323529411764705,0.46,0.51,0.31658291457286436,0.25,0.15446446037024522,0.54,0.9563492063492064,0.38381742738589214,0.016537117220512286,14.400630914826499
157,DWEB,Daniel Webster College,1,0.12,0.3,0.6073362875430822,0.21367521367521367,0.07352941176470588,0.61,0.61,0.5577889447236181,0.1,0.15369978482385788,0.72,0.8683760683760684,0.30118110236220474,0.025979445980489332,12.34136546184739
158,DAR,Dartmouth College,1,0.87,0.99,0.7471688823239784,0.23504273504273504,0.16176470588235295,0.95,0.99,0.11809045226130654,0.49,0.5267191862429534,0.98,0.2647024572027483,0.47822261328640564,0.10303093536439042,4.9481012658227845
159,DAV,Davidson College,1,0.77,0.96,0.6240768094534712,0.2564102564102564,0.1486764705882353,0.95,0.97,0.30150753768844224,0.46,0.3126455995589778,0.94,0.4028655710071639,0.47280334728033474,0.04191663623558871,10.762289981331675
160,DEF,Defiance College,1,0.1,0.26,0.4517479074347612,0.17094017094017094,0.17044117647058823,0.58,0.6,0.3216080402010051,0.19,0.1334625575729554,0.56,0.8073555166374781,0.3774403470715835,0.024205748865355523,11.691810344827585
161,CHAR,University of Charleston,1,0.22,0.43,0.4357459379615953,0.17094017094017094,0.11029411764705882,0.26,0.58,0.0628140703517588,0.1,0.13662795867195418,0.57,0.7844574780058651,0.3813084112149533,0.036047785486984195,6.874095513748191
162,DELT,Delta State University,0,0.15,0.48,0.23141309699655344,0.21367521367521367,0.17647058823529413,0.49,0.63,0.42964824120603023,0.16,0.0909252574111287,0.58,0.9772492244053774,0.4857142857142857,0.08722416401481559,1.354066985645933
163,DEP,DePauw University,1,0.5,0.8,0.6179222058099458,0.23504273504273504,0.13970588235294118,0.78,0.94,0.27889447236180903,0.31,0.20495082958405206,0.82,0.8304914744232698,0.29891304347826086,0.052663154050811206,7.0827142149579
164,DICK,Dickinson College,1,0.31,0.68,0.6154603643525357,0.25427350427350426,0.18382352941176472,0.87,0.94,0.2814070351758794,0.39,0.24649227322035103,0.87,0.8424021234240212,0.19180779834580544,0.050889456935677396,9.584828293182984
165,DKST,Dickinson State University,0,0.1,0.3,0.26415558838010833,0.2564102564102564,0.29411764705882354,0.5,0.64,0.41457286432160806,0.28,0.08046876389308769,0.46,0.9493087557603687,0.7742718446601942,0.042073138922218166,2.781153130812151
166,DIL,Dillard University,1,0.41,0.88,0.44928606597735105,0.21367521367521367,0.33926470588235297,0.52,0.52,0.35427135678391963,0.12,0.13454732985969092,0.61,0.6886886886886887,0.4731104651162791,0.041316709270175805,4.22979797979798
167,DOA,Doane College,1,0.2,0.47,0.36927621861152143,0.17094017094017094,0.14705882352941177,0.67,0.72,0.37939698492462315,0.42,0.12185015915921256,0.6,0.8940731399747793,0.3441466854724965,0.03737805832333455,6.678297278436846
168,DOM,Dominican College of Blauvelt,1,0.04,0.19,0.6770064007877893,0.2564102564102564,0.2647058823529412,0.43,0.43,0.31909547738693467,0.05,0.09745167428378354,0.54,0.9138888888888889,0.3282674772036474,0.042229641608847616,5.1327980234712784
169,DOR,Dordt College,1,0.25,0.5,0.32619399310684394,0.19230769230769232,0.4117647058823529,0.61,0.6,0.314070351758794,0.17,0.13026159016947345,0.87,0.9304635761589404,0.5836298932384342,0.0287964943398195,8.876811594202898
170,DOW,Dowling College,1,0.09,0.33,0.38158542589857214,0.19230769230769232,0.20779411764705882,0.77,0.78,0.31155778894472363,0.07,0.19878007575622855,0.42,0.8199802176063303,0.4945717732207479,0.09173665814596484,2.5589991470002844
171,DRA,Drake University,1,0.34,0.65,0.587149187592319,0.23931623931623933,0.24632352941176472,0.88,0.93,0.3768844221105528,0.24,0.16845980118435794,0.77,0.9192568774562344,0.3260785075787019,0.1055871459126715,3.3152173913043477
172,DRE,Drew University,1,0.56,0.84,0.691285081240768,0.2222222222222222,0.09705882352941177,0.93,0.97,0.2562814070351759,0.28,0.2650934504650294,0.83,0.7338597306084533,0.20316455696202532,0.03336115603317857,14.411258795934323
173,DRU,Drury College,1,0.33,0.66,0.43365337272279664,0.21367521367521367,0.11029411764705882,0.82,0.92,0.3316582914572864,0.35,0.16543666530329165,0.67,0.9285714285714286,0.48307692307692307,0.02903124836976368,7.84366576819407
174,DUK,Duke University,1,0.9,0.98,0.7323978335795175,0.2670940170940171,0.17088235294117646,0.95,0.96,0.1256281407035176,0.44,0.48380843988405386,0.97,0.2823264921314091,0.40662727973285384,0.16278887787573687,2.978689312610159
175,EAR,Earlham College,1,0.35,0.63,0.49926144756277696,0.2564102564102564,0.08823529411764706,0.9,0.94,0.2663316582914573,0.46,0.2602386499030818,0.78,0.7407952871870398,0.27236580516898606,0.027153216130210236,14.443804034582133
176,ECAR,East Carolina University,0,0.14,0.44,0.3988183161004431,0.21367521367521367,0.25,0.74,0.78,0.3316582914572864,0.18,0.16008393647858019,0.58,0.6860038818201424,0.38274127632819865,0.38755281965673744,0.4878180104993943
177,ETSU,East Tennessee State University,0,0.15,0.36,0.36927621861152143,0.2564102564102564,0.3235294117647059,0.73,0.75,0.35175879396984927,0.09,0.17471947077338928,0.42,0.8198198198198198,0.4772893772893773,0.2437790182064792,0.6205863471003638
178,ETBU,East Texas Baptist University,1,0.1,0.36,0.34219596258000984,0.2264957264957265,0.22058823529411764,0.62,0.62,0.3944723618090452,0.07,0.09992353244536127,0.38,0.899736147757256,0.7771260997067448,0.03132662110699567,4.121565362198168
179,EAST,Eastern College,1,0.16,0.42,0.5908419497784343,0.19230769230769232,0.18088235294117647,0.6,0.6,0.3417085427135679,0.22,0.14466594348514217,0.54,0.8056768558951966,0.44715447154471544,0.03683029892013146,7.924929178470255
180,ECON,Eastern Connecticut State University,0,0.14,0.5,0.5312653865091088,0.2777777777777778,0.07352941176470588,0.71,0.76,0.42462311557788945,0.14,0.1017018476695179,0.5,0.6873848987108656,0.37776289350301406,0.11208200740779384,1.3874796369560158
181,EIL,Eastern Illinois University,0,0.12,0.38,0.37740029542097486,0.05128205128205128,0.25441176470588234,0.62,0.71,0.40703517587939697,0.05,0.10104387103657994,0.76,0.7598713596569591,0.36797554667293675,0.26099431373571913,0.5706576054367379
182,EMNN,Eastern Mennonite College,1,0.19,0.48,0.46774987690792713,0.2564102564102564,0.19117647058823528,0.46,0.65,0.2864321608040201,0.29,0.18117475503707786,0.82,0.9053497942386831,0.5159090909090909,0.025092597422922427,10.03118503118503
183,EAS,Eastern Nazarene College,1,0.17,0.4,0.43082225504677496,0.19230769230769232,0.10294117647058823,0.58,0.58,0.4346733668341709,0.17,0.11434566891327157,0.7,0.7926356589147286,0.4889975550122249,0.03307423444102457,6.916403785488959
184,ECK,Eckerd College,1,0.33,0.65,0.5022156573116692,0.2564102564102564,0.14705882352941177,0.82,0.89,0.3216080402010051,0.26,0.2668006330802198,0.59,0.779887482419128,0.33002705139765554,0.036152120611403826,11.082251082251082
185,ELI,Elizabethtown College,1,0.36,0.7,0.5416051206302314,0.21367521367521367,0.11029411764705882,0.65,0.68,0.3216080402010051,0.25,0.17454163925097363,0.81,0.7625155151013653,0.2311448724905046,0.04629871146121342,7.994366197183099
186,ELM,Elmira College,1,0.27,0.5,0.6129985228951256,0.19230769230769232,0.08088235294117647,0.77,0.98,0.5402010050251257,0.21,0.1334092081162307,0.64,0.7172271791352093,0.33014354066985646,0.04202097136000835,9.304779639975171
187,ELMS,Elms College,1,0.23,0.46,0.5865337272279665,0.19230769230769232,0.25,0.71,0.71,0.2839195979899498,0.21,0.15919477886650188,0.86,0.8489795918367347,0.6009615384615384,0.02556210548281079,12.040816326530612
188,ELO,Elon College,1,0.11,0.39,0.4779665189561792,0.2094017094017094,0.26132352941176473,0.7,0.74,0.4748743718592965,0.34,0.11254957053687337,0.63,0.7687637969094923,0.3079684134960517,0.0852157128697376,2.785430058157331
189,EMB,Embry Riddle Aeronautical University,1,0.14,0.4,0.46159527326440175,0.24358974358974358,0.4441176470588235,0.37,0.43,0.41457286432160806,0.04,0.22901143456689133,0.44,0.8200571247223104,0.37074303405572756,0.14679952005842767,1.3859275053304905
190,EMHN,Emory & Henry College,1,0.3,0.6,0.5425898572131955,0.29914529914529914,0.23529411764705882,0.79,0.88,0.3492462311557789,0.51,0.14334999021926625,0.82,0.8444444444444444,0.3498452012383901,0.02193645990922844,10.199762187871581
